arm_idx,step,actual_q,expected_q,loop_time,robot_mode,safety_mode
0,-1,"[0.2061916437868487, -1.365142409721546, 0.20764190131060375, 0.2046823026480216, 0.20630447563379412, 0.20728895887915172]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.20571499630677367, -1.3656178141537545, 0.20716190131060377, 0.2042091442698189, 0.2058275673234811, 0.20680977476634033]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.20508939648917518, -1.366241782471028, 0.20653190131060375, 0.20358812389842787, 0.20520162516619525, 0.20618084561827538]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.20426916561721276, -1.3670598742647861, 0.20570590131060376, 0.20277389718927072, 0.20438094544886495, 0.20535624962414575]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.20325430369088632, -1.3680720895350298, 0.20468390131060377, 0.20176646414234745, 0.20336552817149017, 0.2043359867839515]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.2018561377493329, -1.3694666092028402, 0.20327590131060375, 0.20037853289961954, 0.20196659712790532, 0.20293038005303807]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.20064068667514157, -1.3706788905049718, 0.20205190131060377, 0.19917197903520265, 0.20075048093660713, 0.201708460565369]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.19904193158572323, -1.3722734762046702, 0.20044190131060374, 0.1975849269749811, 0.1991508509790989, 0.2001011971869808]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.19642037044531058, -1.3748882005818155, 0.19780190131060377, 0.19498255589486624, 0.19652785527237734, 0.1974656845665181]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.19465677476903295, -1.3766471969809864, 0.19602590131060374, 0.19323186989551625, 0.1947632945242192, 0.19569270334911595]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.19275018484873283, -1.378548814709819, 0.19410590131060373, 0.19133923638270545, 0.19285566128296716, 0.19377596689787038]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.1907006006844102, -1.3805930537683144, 0.19204190131060375, 0.18930465535643382, 0.1908049555486212, 0.19171547521278137]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.18850802227606506, -1.3827799141564725, 0.18983390131060374, 0.1871281268167014, 0.18861117732118135, 0.18951122829384895]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.18576928529680062, -1.385511508789869, 0.18707590131060373, 0.1844094376352784, 0.18587094165484117, 0.18675791624565347]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.18411690736587383, -1.387159577488191, 0.18541190131060373, 0.18276915525750903, 0.18421765951242272, 0.18509674465457399]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.18062149251199028, -1.390645876657718, 0.18189190131060373, 0.17929932715068922, 0.18072033190346062, 0.1815827278272904]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.1787784555890335, -1.3924841071289231, 0.18003590131060374, 0.17746978142163877, 0.17887628643691697, 0.17972988259108635]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.1749017227510899, -1.396350729844217, 0.17613190131060372, 0.17362142661225682, 0.17499743217970448, 0.1758325184735537]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.1728680268361031, -1.398379122088306, 0.17408390131060372, 0.1716026175319253, 0.17296262338903562, 0.17378799959222505]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.1686099760140995, -1.4026260683493659, 0.1697959013106037, 0.16737573601998115, 0.1687022424835727, 0.16950728818444324]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.1663856211070827, -1.4048446223663378, 0.16755590131060372, 0.16516766358836854, 0.16647667036877864, 0.16727109565799006]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.16234007561994585, -1.408879617484705, 0.1634819013106037, 0.16115173185337311, 0.16242891108499696, 0.16320402050050334]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.15809989907844507, -1.4131087360795576, 0.1592119013106037, 0.1569425937806116, 0.15818641424117078, 0.15894127849695197]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.15301565929097807, -1.418179716689779, 0.15409190131060369, 0.1518955710797828, 0.15309939226449865, 0.15382998129363043]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.14835841620441162, -1.422824814162814, 0.14940190131060366, 0.1472724194260939, 0.14843960064914857, 0.1491479531913691]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.14421158312775884, -1.4269608327230259, 0.14522590131060364, 0.1431559415357304, 0.14429049834942537, 0.14497905140990994]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.13992175580708358, -1.4312394726128996, 0.14090590131060365, 0.1388975161319061, 0.13999832355660827, 0.14066639439460737]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.13623766799233697, -1.4349139527035089, 0.13719590131060364, 0.1352403961670477, 0.1363122197414806, 0.1369627005226693]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.13013658024737657, -1.4409991294357747, 0.13105190131060362, 0.12918396892605316, 0.13020779336947405, 0.13082914387868344]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.1229689937657483, -1.448148023585106, 0.12383390131060362, 0.12206884981383004, 0.12303628465314212, 0.12362341278228207]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
