arm_idx,step,actual_q,actual_qd,target_q,expected_q,loop_time,robot_mode,safety_mode
0,-1,"[0.07762894034385681, -1.4931960341385384, 0.07754832903017217, 0.07768027364697261, 0.07776953279972076, 0.07771606743335724]","[-0.04996496066451073, -0.05197259783744812, -0.052233461290597916, -0.0484854057431221, -0.046818532049655914, -0.047197375446558]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.07670386135578156, -1.4941282582334061, 0.07659274736513311, 0.07676069318737788, 0.07679922878742218, 0.07680291682481766]","[-0.06459298729896545, -0.06591855734586716, -0.06590720266103745, -0.06538829952478409, -0.0651068240404129, -0.06410340219736099]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.07571607828140259, -1.4951398384622117, 0.0755546728717249, 0.07574789106335444, 0.07586948573589325, 0.07584867626428604]","[-0.07917189598083496, -0.07596595585346222, -0.0793154239654541, -0.07931334525346756, -0.07923472672700882, -0.0783660039305687]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.07430751621723175, -1.4965064910105248, 0.07420951524843389, 0.07434408246960444, 0.07444902509450912, 0.07442288845777512]","[-0.0936114639043808, -0.09388843178749084, -0.094450443983078, -0.09466053545475006, -0.09790361672639847, -0.09674954414367676]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.07347660511732101, -1.4972706970623513, 0.07339650789369756, 0.07349197446789546, 0.07357650995254517, 0.07362055778503418]","[-0.10375291854143143, -0.10172415524721146, -0.10096727311611176, -0.10124170035123825, -0.10551406443119049, -0.10649553686380386]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.07214611768722534, -1.498613604610302, 0.07205754915346319, 0.07214169084515376, 0.0722941905260086, 0.07230126112699509]","[-0.11415424197912216, -0.1119668111205101, -0.11663903295993805, -0.11360185593366623, -0.11568716913461685, -0.11623630672693253]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.07093993574380875, -1.4997676995447655, 0.07088119188417608, 0.07091562330212398, 0.07102296501398087, 0.07106996327638626]","[-0.12559275329113007, -0.12396880239248276, -0.1234879344701767, -0.1223166361451149, -0.12602099776268005, -0.1254529058933258]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.06855370104312897, -1.5022120785764237, 0.06849033037294561, 0.06844358026470942, 0.068564772605896, 0.06864655762910843]","[-0.14096908271312714, -0.14237870275974274, -0.13917207717895508, -0.1396365761756897, -0.14468449354171753, -0.1440829634666443]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.06677710264921188, -1.5039940935424347, 0.06665164629091436, 0.06662551938977046, 0.06678511202335358, 0.06688942760229111]","[-0.15485216677188873, -0.15489017963409424, -0.15253889560699463, -0.1499248445034027, -0.15588094294071198, -0.15529488027095795]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[0.06545988470315933, -1.505226307814457, 0.06537944475282842, 0.06541578351940913, 0.06553205102682114, 0.06553550064563751]","[-0.1612023413181305, -0.16100485622882843, -0.1592390388250351, -0.15739044547080994, -0.16045090556144714, -0.16436278820037842]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
