arm_idx,step,actual_q,actual_qd,target_q,expected_q,applied_torque,loop_time,robot_mode,safety_mode
0,-1,"[2.658367156982422e-05, -1.5707272116672648, -1.0224674042547122e-05, 1.828252758784288e-05, 5.7306766393594444e-05, 6.3189712818712e-05]","[-6.445615445332788e-31, -0.0017014017794281244, 0.00012437452096492052, -0.0004148018197156489, -0.0006747118313796818, -0.00039071383071132004]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.5438209439475315e-19, -1.8311293717355819, -1.8279098140667192, -1.8269746652873542, 0.5614385139800805, 0.0]",0.002,7,1
0,-1,"[3.8504600524902344e-05, -1.5707425636104126, -7.408859346469399e-06, 2.4481410644483503e-05, 4.220008850097656e-05, -1.8421803609669496e-05]","[0.0005637535359710455, -0.001566986902616918, 4.171330510871485e-05, -0.0007251090137287974, -0.0006760747055523098, -0.0004616182704921812]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.4169138603938803e-19, -1.8281406507125768, -1.827045930471573, -1.8269746643963993, 0.5614385127391789, 0.0]",0.002,7,1
0,-1,"[-3.6541615621388246e-05, -1.5707294231727538, -3.1743129511596635e-05, 1.9951457641553816e-05, 5.8846235333476216e-05, 3.496408317005262e-05]","[0.00028882440528832376, -0.0004139632801525295, 6.395082891685888e-05, -0.0005155129474587739, -0.0010403896449133754, -0.00045800828956998885]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-7.537512725888126e-20, -1.8334307576823752, -1.8292201850142107, -1.8269746492206576, 0.561438511013213, 0.0]",0.002,7,1
0,-1,"[1.4543533325195312e-05, -1.570719675572338, 2.271333803349762e-05, 3.640233959956163e-05, 3.468106297077611e-05, 2.6257956051267684e-05]","[0.00020851517911069095, 0.0016144441906362772, 0.00010406623187009245, -0.00047391137923114, -0.0006675322656519711, -0.0004980990197509527]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[2.520697982917929e-19, -1.833535485854697, -1.8286522697738508, -1.826974660194699, 0.5614385136304706, 0.0]",0.002,7,1
0,-1,"[-2.557436098271637e-05, -1.5706717618634976, -2.3950793547555804e-05, 1.2083644531202253e-05, 6.002833106322214e-05, 5.5655687901889905e-05]","[0.00013052241411060095, 0.0015952283283695579, 0.00013871327973902225, -0.0006215776083990932, -0.0005625683115795255, -0.0005521218990907073]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[4.9804213809572775e-19, -1.8381872857598955, -1.8308156806939166, -1.8269746029038114, 0.5614384975151504, 0.0]",0.002,7,1
0,-1,"[2.6226043701171875e-06, -1.5705810717375535, 2.557436098271637e-05, 2.785319946241316e-06, -6.500874654591371e-06, -7.788287561538709e-07]","[0.00010720160935306922, 0.0006398918339982629, 0.0003781812556553632, -0.0004461136122699827, -0.0005095454398542643, -0.000533676240593195]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.1536625964731136e-19, -1.8364121536705662, -1.8293657789629971, -1.8269746393318271, 0.5614385062597234, 0.0]",0.002,7,1
0,-1,"[3.559896140359342e-05, -1.5707022112658997, -4.8233268898911774e-05, 1.9951457641553816e-05, 3.0279159545898438e-05, 2.855873026419431e-05]","[2.4533785108360462e-05, -0.002218117704614997, 0.00013954457244835794, -0.00026764831272885203, -0.00035755711724050343, -0.00042388500878587365]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[4.933574006965337e-20, -1.8326001221257866, -1.828346573166618, -1.8269746539032445, 0.5614385124377894, 0.0]",0.002,7,1
0,-1,"[-1.0792409078419496e-05, -1.570741535310237, -5.732893987442367e-05, 2.4481410644483503e-05, 2.588033748907037e-05, 5.701398913515732e-05]","[4.2165997001575306e-05, -0.003459249623119831, -0.00015808691387064755, -0.00027271482395008206, -0.0002672264236025512, -0.00031321041751652956]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[3.618656685978073e-21, -1.827557994473309, -1.8263296076808777, -1.8269746636091606, 0.5614385154906262, 0.0]",0.002,7,1
0,-1,"[-2.271333803349762e-05, -1.5707754091075294, -2.7197836971026845e-05, 2.9249782226514753e-05, 1.3959408533992246e-05, 3.3468274978076806e-06]","[3.4826825867639855e-05, -0.0003090806712862104, -0.00010352832759963349, -0.00023866016999818385, -0.00018353594350628555, -0.00018586365331429988]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[7.894146477111535e-21, -1.8268888590673653, -1.8263328516638266, -1.8269746659606552, 0.5614385162328632, 0.0]",0.002,7,1
0,-1,"[-1.3653432027638246e-05, -1.5707184833339234, 4.7985707418263246e-05, -4.2037372924852434e-05, 3.177504549967125e-05, 3.5953522456111386e-05]","[1.5681229342590086e-05, 0.001385970739647746, -3.1041702186485054e-06, -0.00020569900516420603, -0.00016519763448741287, -0.00016763736493885517]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-3.1974873373390423e-19, -1.832852535922805, -1.828599751323628, -1.8269746546327759, 0.5614385118546972, 0.0]",0.002,7,1
0,-1,"[-4.7032033101856996e-05, -1.570707619194156, -3.169491174048744e-05, 1.2083644531202253e-05, 6.4548967202426866e-06, 3.154596561216749e-05]","[1.4132246178633068e-05, 0.0015188560355454683, -1.005714541052298e-13, -0.0001819354947656393, -0.00017170925275422633, -0.00014911872858647257]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-2.212828079768169e-19, -1.8304895089002102, -1.8278123570322362, -1.826974664386625, 0.5614385148333138, 0.0]",0.002,7,1
0,-1,"[3.565325096133165e-05, -1.5706630543903266, -2.259529719594866e-05, -1.6288166381883684e-05, -6.024037496388246e-06, -7.788287561538709e-07]","[1.329707356489962e-05, 0.0008812348241917789, -3.2583959012493965e-21, -0.00018618773901835084, -0.00015483450260944664, -0.00015627784887328744]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[2.2230623718969816e-19, -1.8357936724561412, -1.829601069797194, -1.8269746276600267, 0.5614385050305177, 0.0]",0.002,7,1
0,-1,"[2.658737003002898e-06, -1.570658657747419, 4.369417299443512e-05, -2.558649096684462e-05, 1.1015635209332686e-05, 4.485506360651925e-05]","[1.2214326488901861e-05, 0.00029712053947150707, -1.900193230259951e-32, -0.00016133284952957183, -0.00015421236457768828, -0.00013632462651003152]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[7.147512576705858e-21, -1.832392096021926, -1.8287232042152912, -1.826974652477846, 0.5614385119741745, 0.0]",0.002,7,1
0,-1,"[5.203211185289547e-05, -1.5707228368012984, -2.8471589757828042e-05, -1.6288166381883684e-05, 2.735583075264003e-05, 1.5223439731926192e-05]","[2.1272815502015874e-05, -0.0012014682870358229, -1.1070257868166055e-43, -0.0001422127679688856, -0.00013665093865711242, -0.0001291412190767005]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-7.943508480165637e-20, -1.8330771751661792, -1.8288210947911638, -1.826974659022307, 0.5614385130483457, 0.0]",0.002,7,1
0,-1,"[3.563509744708426e-05, -1.5707623046694899, -5.685915311914869e-06, 3.819047894282335e-05, 2.7313917598803528e-05, -3.8448964254200746e-05]","[2.1007501345593482e-05, -0.0009819394908845425, -0.0, -0.00012714236800093204, -0.0001284934114664793, -0.00012368113675620407]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-2.547395754175961e-19, -1.8289048254737998, -1.8274976912908647, -1.8269746629723134, 0.5614385148434522, 0.0]",0.002,7,1
0,-1,"[7.188935342128389e-06, -1.570767751578689, -9.767651499714702e-05, -2.546728167729384e-05, 1.3959408533992246e-05, 2.0463467080844566e-06]","[2.66303061380313e-07, -0.0005197361460886896, -0.0, -0.00011496358638396487, -0.00010971544543281198, -0.00011212586832698435]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[8.32474568473367e-20, -1.8313104687136355, -1.8281816556224648, -1.826974659938747, 0.5614385145615511, 0.0]",0.002,7,1
0,-1,"[-1.8421803609669496e-05, -1.5707556767959723, -5.553960727411322e-05, -1.6288166381883684e-05, 3.0279159545898438e-05, 2.719718213484157e-05]","[1.5529947905310508e-18, 0.0002609802468214184, -0.0, -0.00010491107968846336, -9.57117008510977e-05, -0.00010254322842229158]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-5.475335949156942e-20, -1.8292275860843505, -1.8273644195313525, -1.8269746658977668, 0.5614385155020136, 0.0]",0.002,7,1
0,-1,"[-6.024037496388246e-06, -1.5706934219673094, 2.271333803349762e-05, -3.7269001342821184e-05, -6.024037496388246e-06, 7.830258255125955e-06]","[9.056568954441375e-30, 0.0006820284179411829, -0.0, -9.64778519119136e-05, -8.48805793793872e-05, -7.785831985529512e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[2.0716986595574344e-19, -1.831987054082827, -1.8282744541254878, -1.8269746596383731, 0.5614385144399636, 0.0]",0.002,7,1
0,-1,"[1.452537708246382e-05, -1.5707196240585581, 1.3653432027638246e-05, 3.366052593989366e-05, 2.2748274204786867e-05, 7.800340426911134e-06]","[0.0, 0.000214985033380799, -0.0, -8.609411452198401e-05, -7.256142271216959e-05, -6.736725481459871e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-2.358027228592665e-19, -1.8324124781318554, -1.8288816381659567, -1.8269746605828876, 0.5614385134065663, 0.0]",0.002,7,1
0,-1,"[-1.732503072560121e-06, -1.5707338333780463, -7.839156751288101e-05, -2.546728167729384e-05, -3.415742983037262e-05, -5.070363179981996e-06]","[0.0, -0.0008006893331184983, -0.0, -8.033077756408602e-05, -6.616052269237116e-05, -6.181486241985112e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.5618736438286185e-19, -1.8291568371623301, -1.8276117361507038, -1.8269746571956818, 0.5614385136512577, 0.0]",0.002,7,1
0,-1,"[2.6407606128486805e-06, -1.5707458578366023, -3.9091570215532556e-05, -1.6288166381883684e-05, 3.173065124428831e-05, -7.788287561538709e-07]","[0.0, -0.0007697854307480156, -0.0, -2.6241836259327175e-14, -5.842963219038211e-05, -5.501402847585268e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.7649604428832236e-20, -1.8255516561506164, -1.825978310344114, -1.826974663696816, 0.561438515611065, 0.0]",0.002,7,1
0,-1,"[3.11228031932842e-05, -1.5707294766655941, -5.640380550175905e-06, -2.367914233403212e-05, -1.732503072560121e-06, -8.885060445606996e-06]","[0.0, -0.00041112551116384566, -0.0, -2.0332404398624942e-21, -5.420609886641614e-05, -5.1254082791274413e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.8353069841020302e-19, -1.8309673038670962, -1.8288799439071421, -1.8269746606434525, 0.5614385138897915, 0.0]",0.002,7,1
0,-1,"[-6.024037496388246e-06, -1.5707228541617333, -2.86102294921875e-06, -2.558649096684462e-05, 4.804162381333299e-05, 4.0436814742861316e-05]","[0.0, -1.2886600120332048e-10, -0.0, -4.385110264460731e-32, -8.294346116599627e-07, -1.946332418151231e-12]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.3067851015901016e-20, -1.8295636574407517, -1.8277004908877537, -1.8269746588438462, 0.5614385142727871, 0.0]",0.002,7,1
0,-1,"[-3.9402638570606996e-05, -1.5707927891401887, 1.794496645146637e-05, 9.222621581983503e-06, 2.738301918725483e-05, -1.794496645146637e-05]","[0.0, -5.601440279775505e-20, -0.0, -5.203665234812249e-38, -9.842626930503529e-13, -2.309648122901429e-18]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.0302358753467792e-19, -1.8288856396449182, -1.8271600001126431, -1.8269746660259791, 0.5614385154313093, 0.0]",0.002,7,1
0,-1,"[-2.557436098271637e-05, -1.5707097946036193, -5.2745104767382145e-05, -4.2037372924852434e-05, -1.0792409078419496e-05, 3.157541141263209e-05]","[0.0, -7.888425181934775e-37, -0.0, -0.0, -2.122768686825472e-23, -4.981242360976714e-29]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-3.688982547681566e-20, -1.8316630261734501, -1.8284434685045874, -1.8269746594262068, 0.5614385143009998, 0.0]",0.002,7,1
0,-1,"[2.3552893253508955e-05, -1.5707338270115834, -2.2616506612394005e-05, -9.016399719286028e-06, -4.3217335836231996e-05, 1.2262820746400394e-05]","[0.0, 4.946797344018705e-05, -0.0, -0.0, -3.8580308090575315e-28, -9.05316984354866e-34]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-5.703203528399988e-20, -1.8287502786710585, -1.8270235536874044, -1.8269746651582814, 0.5614385160559682, 0.0]",0.002,7,1
0,-1,"[7.315051334444433e-05, -1.5707697972450951, 6.024037496388246e-06, 3.377973522944444e-05, -6.024037496388246e-06, -2.5097523824513246e-05]","[0.0, 3.870350375585096e-18, -0.0, -0.0, -1.9517582759013752e-36, -4.579443381413502e-42]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-2.0691736907376163e-19, -1.8303137252572992, -1.8280453713205647, -1.8269746630353774, 0.5614385148467691, 0.0]",0.002,7,1
0,-1,"[1.902580333990045e-05, -1.570774133215611, -3.62609644071199e-05, -5.3719883300829e-05, -3.511110414677887e-05, -2.5097523824513246e-05]","[0.0, 5.450557231065486e-35, -0.0, -0.0, -0.0, -0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.9385184450333342e-20, -1.8282167939616794, -1.8271692994321644, -1.8269746659951058, 0.5614385162931342, 0.0]",0.002,7,1
0,-1,"[4.0120125049725175e-05, -1.57081999401235, -2.7179718017578125e-05, 4.692668579053816e-06, -1.5083943502247621e-05, -1.794496645146637e-05]","[0.0, -0.00010024559014709666, -0.0, -0.0, -0.0, -0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[4.433946577225651e-20, -1.828155217798797, -1.8269755867920228, -1.826974665860307, 0.5614385162384525, 0.0]",0.002,7,1
0,-1,"[-6.024037496388246e-06, -1.5707337390816356, -2.86102294921875e-06, -1.6288166381883684e-05, 2.878235864045564e-05, -1.3176594869435121e-05]","[0.0, -3.731653850991279e-05, -0.0, -0.0, -0.0, -0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.615731890499829e-20, -1.82614299221993, -1.826313264422525, -1.826974665497909, 0.5614385161547288, 0.0]",0.002,7,1
0,-1,"[4.7513960453215986e-05, -1.5707021148303575, -7.4242361733922735e-06, -1.6288166381883684e-05, -1.5083943502247621e-05, 3.730869138962589e-05]","[0.0, -5.855675044585951e-05, -0.0, -0.0, -0.0, -0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-3.7568837362145126e-20, -1.830493677376149, -1.8279075394175235, -1.8269746563001457, 0.5614385135250661, 0.0]",0.002,7,1
0,-1,"[2.357685661991127e-05, -1.5707589983979524, -1.1826750778709538e-06, -4.367237426805559e-06, -8.885060445606996e-06, -8.885060445606996e-06]","[0.0, -7.474952144548297e-05, -0.0, -0.0, -0.0, -0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[6.145176469444727e-21, -1.829085492194306, -1.8274950158844412, -1.8269746658623367, 0.5614385161693152, 0.0]",0.002,7,1
0,-1,"[-3.163014547169496e-06, -1.5707535828408545, 4.655519594365387e-05, 2.114355053706163e-05, 7.152557373046875e-06, -2.5097523824513246e-05]","[0.0, -0.00016059416520874947, -0.0, -0.0, -0.0, -0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-9.775837614062476e-20, -1.8300801657975867, -1.8274915800814044, -1.8269746650313183, 0.5614385158109091, 0.0]",0.002,7,1
0,-1,"[7.161735084082466e-06, -1.5707873106042207, -6.010281867929734e-05, 4.692668579053816e-06, 2.4256705728475936e-05, -2.9865895406544496e-05]","[0.0, -0.00023098633391782641, -0.0, -0.0, -0.0, -0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-3.2977571372169546e-20, -1.826581287588606, -1.826390505609951, -1.826974666009283, 0.5614385162276501, 0.0]",0.002,7,1
0,1,"[-2.271333803349762e-05, -1.5707754156431584, 6.324449648076325e-05, -1.1758213378953997e-05, 1.1024474588339217e-05, -2.9865895406544496e-05]","[0.0, -7.587119762320071e-05, -0.0, -0.0, -0.0, -0.0]","[0.05879002119914294, -1.5120063055957536, 0.05879002119914294, 0.05879002119914294, 0.05879002119914294, 0.05879002119914294]","[0.05879002119914294, -1.5120063055957536, 0.05879002119914294, 0.05879002119914294, 0.05879002119914294, 0.05879002119914294]","[-7.083354380444714e-21, -1.8274505002950332, -1.8267169575306175, -1.8269746660397246, 0.5614385161352791, 0.0]",0.002,7,1
0,2,"[3.260093944845721e-05, -1.5706041745036892, 6.6105519429982e-05, 7.121145214838975e-05, 6.325135473161936e-05, 6.457106064772233e-05]","[0.025902004912495613, 0.11672306060791016, 0.08223555982112885, 0.04360533133149147, 0.036503538489341736, 0.037854112684726715]","[0.05936660287344685, -1.5114297239214498, 0.05936660287344685, 0.05936660287344685, 0.05936660287344685, 0.05936660287344685]","[0.05936660287344685, -1.5114297239214498, 0.05936660287344685, 0.05936660287344685, 0.05936660287344685, 0.05936660287344685]","[7.388506702755997, 34.927712417147674, 20.09908598198669, -0.2515077486084627, 1.722364153820659, 1.3259691813383838]",0.002,7,1
0,3,"[8.057102240854874e-05, -1.5704555810701386, 0.00017577806581670075, 0.0001625257679442882, 0.00012636184692382812, 0.00021713510795962065]","[0.036649446934461594, 0.139926940202713, 0.10037297755479813, 0.06452083587646484, 0.05679181590676308, 0.06075892969965935]","[0.05994301779578886, -1.5108533089991076, 0.05994301779578886, 0.05994301779578886, 0.05994301779578886, 0.05994301779578886]","[0.05994301779578886, -1.5108533089991076, 0.05994301779578886, 0.05994301779578886, 0.05994301779578886, 0.05994301779578886]","[7.306752322689989, 34.50268666738712, 19.84820939689655, -0.2689052580756641, 1.709233471684466, 1.3111059925639816]",0.002,7,1
0,4,"[0.00022618865477852523, -1.5703292345609334, 0.0003622213946741226, 0.000270529384277296, 0.0003799287951551378, 0.0002833278849720955]","[0.0414528027176857, 0.13323527574539185, 0.09871722012758255, 0.06819187849760056, 0.06465515494346619, 0.06426990777254105]","[0.06051926434710513, -1.5102770624477915, 0.06051926434710513, 0.06051926434710513, 0.06051926434710513, 0.06051926434710513]","[0.06051926434710513, -1.5102770624477915, 0.06051926434710513, 0.06051926434710513, 0.06051926434710513, 0.06051926434710513]","[7.297823357000384, 34.43983794442181, 19.812869157214315, -0.2707195319280642, 1.7074961779223303, 1.3092901108505588]",0.002,7,1
0,5,"[0.0003779554390348494, -1.5701077978922804, 0.0005615393268030289, 0.00036637365307612413, 0.0004043788940180093, 0.000436203001299873]","[0.05718160420656204, 0.12772692739963531, 0.10041572898626328, 0.06897886097431183, 0.07072525471448898, 0.07020748406648636]","[0.06109534090880478, -1.5097009858860917, 0.06109534090880478, 0.06109534090880478, 0.06109534090880478, 0.06109534090880478]","[0.06109534090880478, -1.5097009858860917, 0.06109534090880478, 0.06109534090880478, 0.06109534090880478, 0.06109534090880478]","[7.286242497839684, 34.36260412345331, 19.768118433654056, -0.2730250942497039, 1.705283012781293, 1.3069717659586086]",0.002,7,1
