arm_idx,step,actual_q,actual_qd,target_q,expected_q,loop_time,robot_mode,safety_mode
0,-1,"[-0.027049843464986623, -1.5978385410704554, -0.027029000222682953, -0.027076677685119677, -0.027080837880269826, -0.027112785969869435]","[0.03241151571273804, 0.033156346529722214, 0.030738074332475662, 0.03207412734627724, 0.032094068825244904, 0.032777223736047745]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.02662069002260381, -1.597267290154928, -0.026629867032170296, -0.026661471729614306, -0.026634995137349904, -0.02666932741274053]","[0.04348914325237274, 0.04567042738199234, 0.04350201413035393, 0.04469864070415497, 0.04399934038519859, 0.04574522748589516]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.02573568025697881, -1.5964886150755824, -0.025788726285099983, -0.02576334894213872, -0.02585155168642217, -0.02575856844057256]","[0.0569092258810997, 0.060330167412757874, 0.06060825660824776, 0.0599234476685524, 0.06047501415014267, 0.0607462078332901]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.025095287953512013, -1.5958076916136683, -0.025196975097060204, -0.02500791967425542, -0.025113884602681935, -0.02516061464418584]","[0.06966598331928253, 0.06920437514781952, 0.06834886968135834, 0.07154180109500885, 0.0720549076795578, 0.07229588180780411]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.024372402821676076, -1.5951129398741664, -0.024398289620876312, -0.024365262394287157, -0.024287048970357716, -0.02440959612001592]","[0.08014722168445587, 0.07861188054084778, 0.0791754499077797, 0.08098077028989792, 0.08254168927669525, 0.08332768827676773]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.023704353963033498, -1.5944277248778285, -0.02364276722073555, -0.023599223499633837, -0.023610893880025685, -0.023611370717183888]","[0.08834020048379898, 0.0876990556716919, 0.08767633885145187, 0.08706842362880707, 0.09008479118347168, 0.09106378257274628]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.02268106142152959, -1.593485494653219, -0.022718628868460655, -0.022651748066284227, -0.02266389528383428, -0.022759739552633107]","[0.10081570595502853, 0.09836623072624207, 0.09672664105892181, 0.0983915701508522, 0.09884047508239746, 0.10005845874547958]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.02145415941347295, -1.5922137699522914, -0.021491384133696556, -0.021331862812377977, -0.021394077931539357, -0.021468464528219044]","[0.10988767445087433, 0.11055248230695724, 0.10897786915302277, 0.1105923131108284, 0.10989730805158615, 0.11273377388715744]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.020007912312642873, -1.5908500156798304, -0.02006346732378006, -0.019963220959045458, -0.019978825245992482, -0.020049397145406544]","[0.12142936140298843, 0.12236037105321884, 0.12213339656591415, 0.121751569211483, 0.12331026047468185, 0.12470743805170059]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
0,-1,"[-0.0176318327533167, -1.5884605846800746, -0.01771712861955166, -0.017531709080078173, -0.017679993306295216, -0.017664734517232716]","[0.14418387413024902, 0.14328308403491974, 0.13907445967197418, 0.13793258368968964, 0.1404161900281906, 0.1425933688879013]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]",0.002,7,1
