arm_idx,step,actual_q,actual_qd,target_q,expected_q,applied_torque,loop_time,robot_mode,safety_mode
0,-1,"[-0.00035697618593388825, -1.5710793934264125, -0.00022950649145059288, -0.0002654355815430165, -0.00021583238710576325, -0.00022346178163701325]","[0.0245419442653656, 0.023577963933348656, 0.024804377928376198, 0.02381763979792595, 0.022069621831178665, 0.022435447201132774]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.2959049270073906, -8.252542777293717, -5.663245145113027, -2.103208207392811, 0.357627319188774, -0.23268001382960157]",0.002,7,1
0,-1,"[-0.0001290480243127945, -1.5709086857237757, -8.398084173677489e-05, -7.076681170659072e-05, -4.464784731084137e-05, -8.279481996709137e-05]","[0.013299720361828804, 0.012162006460130215, 0.012904171831905842, 0.012851131148636341, 0.01072759460657835, 0.010779716074466705]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.296284301017498, -8.267423245956111, -5.670905347418371, -2.103322446388268, 0.35767182364475103, -0.23268326945106974]",0.002,7,1
0,-1,"[-9.757677187138825e-05, -1.570874353448385, -4.820585309062153e-05, -3.130853686528212e-05, -6.753603090459137e-05, -4.464784731084137e-05]","[-0.004334716126322746, -0.007489085663110018, -0.007559518795460463, -0.007449998054653406, -0.009533912874758244, -0.007161152083426714]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-0.27066107607085466, -3.1666525463210378, -2.627512852668314, -1.8846798259832753, 0.5188984094136221, -0.048580571146364465]",0.002,7,1
0,-1,"[-0.0001099745379846695, -1.5708862743773402, -0.0001248288172064349, -9.699285540776259e-05, -7.659593691045075e-05, -8.5179005758107e-05]","[-5.0730812972688e-07, -0.011211887001991272, -0.0024327407591044903, -7.439534783770796e-07, -0.0005840431549586356, -0.0005716313025914133]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[2.795849273926037e-19, -1.8199112327707134, -1.8242033385117669, -1.8269746204757487, 0.5614384951870884, 0.0]",0.002,7,1
0,-1,"[-0.0001023451434534195, -1.5709554157652796, -9.636640606913716e-05, -5.884588275151259e-05, -7.7549611226857e-05, -5.227724184209137e-05]","[-3.969154760384385e-20, -0.002919968217611313, -0.0009443155140616, -3.76362234156798e-15, -0.0001838004682213068, -0.0002729994885157794]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-6.621713669372878e-19, -1.8201009736029696, -1.823564768300124, -1.8269746096331543, 0.5614384966997831, 0.0]",0.002,7,1
0,-1,"[-0.00013143221010381012, -1.5709673366942347, -8.726119995117188e-05, -7.636964831547743e-05, -7.7549611226857e-05, -3.8448964254200746e-05]","[-4.1663563424832076e-35, -0.0006023180903866887, -0.0005335702444426715, -1.2431741835772973e-24, 0.0005921644624322653, 0.00011100460687885061]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[4.053549477967242e-19, -1.815360526514895, -1.8225517208938584, -1.8269746158576081, 0.5614384989634347, 0.0]",0.002,7,1
0,-1,"[-8.422533144170075e-05, -1.5709582767882289, -0.00013218320964369923, -7.934988055424697e-05, -6.086031068974762e-05, -8.041063417607575e-05]","[0.0, -0.0003479516599327326, -0.00033814110793173313, 0.0008777123293839395, 0.00041066011181101203, 0.00049108563689515]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[4.1010063806730575e-19, -1.8148791868804024, -1.8220703812593657, -1.8269745720994137, 0.5614384835032242, 0.0]",0.002,7,1
0,-1,"[-0.00014716783632451325, -1.5710083446898402, -7.028818072285503e-05, -3.130853686528212e-05, -0.00011283556093388825, -0.00010329881776982575]","[7.089056452969089e-05, -0.00018631665443535894, -0.00028466980438679457, 0.0006770628970116377, 0.0014019608497619629, 0.0004492084844969213]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.117932633311462e-18, -1.812994875282789, -1.8217638049609632, -1.8269745960173442, 0.5614384851112981, 0.0]",0.002,7,1
0,-1,"[-9.757677187138825e-05, -1.5709392033019007, -0.00010779573494801298, -7.243574176030165e-05, -6.562868227177887e-05, -2.7958546773731996e-05]","[5.556911855819635e-05, 0.00017551940982230008, -0.00019509029516484588, 0.000560109328944236, 0.0006068218499422073, 0.000453394022770226]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.2560394838651399e-18, -1.8152466146885466, -1.8225166958327381, -1.8269746273220588, 0.5614385002836386, 0.0]",0.002,7,1
0,-1,"[-7.94569598596695e-05, -1.5708891354002894, -8.726119995117188e-05, -3.130853686528212e-05, -7.468858827763825e-05, -6.977711812794496e-06]","[4.688455010182224e-05, 0.000741280906368047, -5.6936598411994055e-05, 0.0006184326484799385, 0.0012602910865098238, 0.000631153816357255]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.279095230584889e-20, -1.816504374189565, -1.8227883707665964, -1.8269746307198054, 0.5614385020018404, 0.0]",0.002,7,1
0,-1,"[-9.328523744756012e-05, -1.5709482632079066, -0.00011692456610035151, -3.560007128911025e-05, 2.9177901524235494e-05, -6.562868227177887e-05]","[6.082110121496953e-05, 0.0006889548385515809, -2.3965894797584042e-05, 0.00044203962897881866, 0.0007058498449623585, 0.000621904619038105]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[6.109108292810118e-19, -1.817841349951562, -1.8234350873294225, -1.8269746089599272, 0.5614384950994009, 0.0]",0.002,7,1
0,-1,"[-7.230440248662262e-05, -1.5709434948363246, -0.00010782874596770853, 1.756727185053819e-05, -7.468858827763825e-05, -7.039705385381012e-05]","[0.0001995429047383368, 0.0003773866919800639, -2.0635501641663723e-05, 0.0006523621268570423, 0.0008996415417641401, 0.0006665175314992666]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-3.905071591989739e-19, -1.8175305410603928, -1.8229467832153496, -1.8269746173260797, 0.561438500314126, 0.0]",0.002,7,1
0,-1,"[-8.613268007451325e-05, -1.5709601841368617, -4.930734576191753e-05, -5.18125346680165e-05, 5.245208740234375e-06, -6.562868227177887e-05]","[0.0007177898660302162, 0.00016794544353615493, -1.8224936866317876e-05, 0.000709341315086931, 0.0005705925286747515, 0.0006266352138482034]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-6.527757842508159e-20, -1.8153847367830231, -1.8218856719651557, -1.8269745868561589, 0.5614384882811192, 0.0]",0.002,7,1
0,-1,"[-6.41981707971695e-05, -1.5709930859007777, -8.274316496681422e-05, -1.1758213378953997e-05, -6.024037496388246e-06, -1.3653432027638246e-05]","[0.0003648865094874054, 0.00013369288353715092, -1.5354504284914583e-05, 0.0004925155662931502, 0.00043924967758357525, 0.00046945325448177755]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.6427894853243213e-19, -1.8158397468311434, -1.8227942809142665, -1.8269746214265579, 0.5614385018314321, 0.0]",0.002,7,1
0,-1,"[-7.659593691045075e-05, -1.5709101162352503, -0.00012475656694732606, -1.1758213378953997e-05, 4.76837158203125e-07, -2.9865895406544496e-05]","[0.0003367819881532341, 0.001443682238459587, -1.8981135951889883e-07, 0.0003185910754837096, 0.0003842982987407595, 0.0004113093891646713]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-3.357939696659016e-19, -1.818820778492741, -1.824039803733244, -1.8269746381470962, 0.5614385060564214, 0.0]",0.002,7,1
0,-1,"[-0.000123325978414357, -1.570895334283346, -8.398385398322716e-05, 3.3302898071241316e-05, 1.5648191038053483e-05, -2.557436098271637e-05]","[0.0003464742621872574, 0.0018526280764490366, -2.6730863373471547e-24, 0.0002427538565825671, 0.00027535209665074944, 0.0002729150000959635]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.192884916180964e-19, -1.8236373066732985, -1.8255036443535857, -1.826974661362528, 0.5614385133916286, 0.0]",0.002,7,1
0,-1,"[-7.3734913961232e-05, -1.5708533726134242, -6.578218744834885e-05, 1.2083644531202253e-05, 2.86102294921875e-06, -2.080598940068512e-05]","[0.0007657706155441701, 0.0007913418230600655, -1.5588584726886414e-35, 0.0002243632188765332, 0.00031946724629960954, 0.00021126044157426804]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[2.9940158992996e-19, -1.8226053916402118, -1.8246492245447765, -1.826974647762604, 0.561438509809808, 0.0]",0.002,7,1
0,-1,"[4.291534423828125e-06, -1.5709496937193812, -0.00014123138680588454, 1.637517895503038e-05, -1.732503072560121e-06, 7.958411515573971e-06]","[0.001157588791102171, 0.0001322984171565622, -0.0, 0.00017580826533958316, 0.00022973879822529852, 0.000182280782610178]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[6.914614705362725e-19, -1.8176707607768645, -1.823264498154725, -1.8269746420150936, 0.5614385088053928, 0.0]",0.002,7,1
0,-1,"[-4.5124684469044496e-05, -1.5709644756712855, -3.7341047573136166e-05, -4.85938838501454e-05, 3.656335320556536e-05, -1.0315571920216371e-05]","[0.0014613231178373098, 9.18060977710411e-05, -0.0, 0.00015334191266447306, 0.00019655413052532822, 0.00017749957623891532]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[3.321756231726532e-19, -1.81892948137618, -1.8233201955747322, -1.8269746372090152, 0.5614385069875814, 0.0]",0.002,7,1
0,-1,"[-3.034273256474762e-05, -1.5709148846068324, -8.72521850396879e-05, -1.1758213378953997e-05, 2.0099638277315535e-05, 2.4409293473581783e-05]","[0.0010317749110981822, 0.00011437352804932743, -0.0, 0.00014130386989563704, 0.0002006326976697892, 0.00016157048230525106]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-2.7576118161350075e-19, -1.8219516559853584, -1.82431103595521, -1.8269746475224293, 0.5614385099995061, 0.0]",0.002,7,1
0,-1,"[-5.418459047490387e-05, -1.5708385906615199, -8.851658640196547e-05, -4.1202907897996965e-05, 2.86102294921875e-06, -1.6514454976856996e-05]","[-3.314139587762277e-11, 0.002071747789159417, 0.0001681580179138109, 0.0001200918122776784, 0.00019972652080468833, 0.00010776786075439304]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[6.75523768083907e-20, -1.822940910848841, -1.8249847437534057, -1.8269746574211154, 0.5614385134411026, 0.0]",0.002,7,1
0,-1,"[-3.0199159795074593e-07, -1.5708261928954066, -0.00010098695929627866, 5.646342895460066e-06, -1.5083943502247621e-05, -4.369417299443512e-05]","[-1.9327012660735543e-22, 0.0026701856404542923, 0.0005062947166152298, 0.00010916675819316879, 0.0001718518469715491, 0.00011306537635391578]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-3.325819239497816e-20, -1.8276344068029347, -1.8266435623330053, -1.8269746648808003, 0.5614385158486792, 0.0]",0.002,7,1
0,-1,"[-9.361897603810121e-06, -1.5707905958759802, -8.729754335945472e-05, 1.2083644531202253e-05, -1.7468129293263246e-05, 4.8489571781829e-05]","[-1.1270893301653489e-33, 0.0005578210693784058, 0.0004374092386569828, 6.987364031374454e-05, 0.00015032656665425748, 0.00010045256203738973]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-4.25174970755319e-20, -1.8233311816813806, -1.82531584951119, -1.8269746540103144, 0.5614385122380512, 0.0]",0.002,7,1
0,-1,"[-9.361897603810121e-06, -1.5707886976054688, -4.63736432720907e-05, 1.2083644531202253e-05, 3.202056905138306e-05, -1.3653432027638246e-05]","[-7.006492321624085e-45, 9.901097655529156e-05, 0.00027426285669207573, 6.391869101207703e-05, 0.000122416066005826, 9.036468691192567e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[2.75351365318769e-20, -1.8279778312510937, -1.827054475104375, -1.8269746661193542, 0.561438515490332, 0.0]",0.002,7,1
0,-1,"[-3.034273256474762e-05, -1.5708309612669886, -5.842447353643365e-05, 1.6271557612412835e-07, 6.4373016357421875e-06, 4.0860177250579e-05]","[0.0, 7.544680158400041e-12, 0.00028059136820957065, 5.889898966415785e-05, 0.00010524038225412369, 8.212067041313276e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.7441651222836405e-19, -1.8233481459112364, -1.824958101600841, -1.8269746467433154, 0.5614385094787755, 0.0]",0.002,7,1
0,-1,"[-3.9402638570606996e-05, -1.5707934659770508, -5.844007682753727e-05, 4.454249999952253e-06, 3.202056905138306e-05, -3.892580141240387e-05]","[0.0, 1.0625060595161646e-28, 0.0002287569222971797, 5.2692077588289976e-05, 0.00010432878480060026, 8.427302236668766e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-2.1056968167091295e-20, -1.826632182317221, -1.8255229541322937, -1.8269746645613347, 0.5614385156323777, 0.0]",0.002,7,1
0,-1,"[-2.1282826558888246e-05, -1.5707786013047844, -4.181030817562714e-05, 1.2083644531202253e-05, 2.2852420443086885e-05, 7.958411515573971e-06]","[0.0, 1.401298464324817e-45, 0.0006548980018123984, 9.046875470986038e-10, 0.00010366888454882428, 7.521692896261811e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-5.597453656963911e-20, -1.823051831102607, -1.824997055549244, -1.826974654445479, 0.5614385125944079, 0.0]",0.002,7,1
0,-1,"[3.275120252510533e-05, -1.570776969227456, -7.213547360152006e-05, 2.0785922668409285e-05, -4.116688863575746e-06, -8.885060445606996e-06]","[0.0, 0.0, 0.0005470297764986753, 7.009598655690301e-17, 9.436852997168899e-05, 7.01897733961232e-05]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[7.970583135590263e-20, -1.824423392248411, -1.8253628104236546, -1.8269746577931432, 0.5614385139759328, 0.0]",0.002,7,1
0,-1,"[-4.2263661519825746e-05, -1.5707975826659144, -7.667746831430122e-05, -2.7970676757860247e-05, -3.5587941304981996e-05, 3.169774936395697e-05]","[0.0, 0.0, 0.0004179374373052269, 1.5117670876420189e-27, 8.31567813293077e-05, 1.1621652025331584e-14]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-5.804538323316562e-20, -1.8249932005999547, -1.8255381849430947, -1.8269746644815874, 0.561438515842585, 0.0]",0.002,7,1
0,-1,"[-2.8912221090138246e-05, -1.5708385906615199, -4.8154659452848136e-05, 1.6271557612412835e-07, -6.024037496388246e-06, -4.178682436162262e-05]","[0.0, 0.0, 0.0004387865774333477, 4.9935676592250125e-37, 7.521449151681736e-05, 3.838785702561791e-24]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-6.126249543053748e-20, -1.8242265244065672, -1.8252645510398249, -1.8269746546977372, 0.5614385130886276, 0.0]",0.002,7,1
0,-1,"[7.185816684796009e-06, -1.5707975826659144, -3.6248449760023504e-05, -8.777981140184465e-06, -1.732503072560121e-06, 2.4385213691857643e-05]","[0.0, 0.0, 0.000506541458889842, 9.07621015343184e-42, 7.178718078648672e-05, 6.9768106219609e-29]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[2.4701768930304873e-19, -1.822624088934295, -1.8248651387546793, -1.826974653696709, 0.5614385115603873, 0.0]",0.002,7,1
0,-1,"[-5.895296205693512e-05, -1.5707994900145472, -2.3890159354778007e-05, -3.0559352417469654e-06, 9.357798262499273e-06, 2.4385213691857643e-05]","[0.0, 0.0, 0.0006779198301956058, 0.0, 1.7798712807423622e-13, 9.824643663227725e-41]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-2.1227419072065504e-20, -1.8269316841953132, -1.827555555304879, -1.8269746643206302, 0.561438514964774, 0.0]",0.002,7,1
0,-1,"[-1.6514454976856996e-05, -1.5708023510374964, 1.794496645146637e-05, 4.454249999952253e-06, -1.985231508427887e-05, -5.547200338185121e-06]","[0.0, 0.0, 0.0002714942384045571, 0.0, 2.112113928804951e-19, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[3.970549658315788e-20, -1.8244604461973535, -1.8259520717373905, -1.8269746612886955, 0.5614385142835017, 0.0]",0.002,7,1
0,-1,"[-1.6514454976856996e-05, -1.5708023510374964, -4.544450712273829e-05, -8.658771850633684e-06, -2.175966371709137e-05, 1.9776820408878848e-05]","[0.0, 0.0, -1.6398135019995985e-13, 0.0, 1.0685073775934967e-27, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-2.6945822044221153e-20, -1.8250022167648152, -1.8261191301644797, -1.8269746605427801, 0.5614385147152451, 0.0]",0.002,7,1
0,-1,"[-9.361897603810121e-06, -1.570760459639434, -5.2745104767382145e-05, 2.901136364741319e-05, -1.732503072560121e-06, -7.788287561538709e-07]","[0.0, 0.0, -2.3093257964277028e-30, 0.0, 2.3044605479545195e-38, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[7.590059374300557e-20, -1.8273449956429082, -1.8272266739762195, -1.826974663411017, 0.561438515544406, 0.0]",0.002,7,1
0,-1,"[-9.361897603810121e-06, -1.5708142719664515, -2.545619099691976e-05, 5.833684887690538e-05, -1.7468129293263246e-05, -2.080598940068512e-05]","[0.0, 0.0, -1.3467879540625817e-41, 0.0, 1.401298464324817e-45, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.233719204107527e-20, -1.826675595533929, -1.8268458677365242, -1.8269746657705679, 0.5614385160723087, 0.0]",0.002,7,1
0,-1,"[-7.135072817021637e-05, -1.5707694472296971, 5.5615101949513246e-05, 5.7025546691846785e-05, -6.276765932256012e-05, 1.9776820408878848e-05]","[0.0, 0.0, -0.0, 0.0, 1.3780153494735714e-05, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[2.6860870595311957e-19, -1.8245533366715727, -1.8256702500712372, -1.8269746536802285, 0.5614385106461801, 0.0]",0.002,7,1
0,-1,"[-1.4130269185841371e-05, -1.5708114109435023, -3.170050331391394e-05, -2.0460491516161028e-05, 1.8339980670134537e-05, -1.3653432027638246e-05]","[0.0, 0.0, -0.0, 0.0, 1.0676982301754956e-12, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[1.1606900127646344e-19, -1.8274069567126658, -1.8280308278222317, -1.8269746592992597, 0.5614385142067665, 0.0]",0.002,7,1
0,-1,"[-1.8421803609669496e-05, -1.5708400211729945, 1.732503072560121e-06, 6.596624340815538e-05, -6.024037496388246e-06, -1.794496645146637e-05]","[0.0, 0.0, -0.0, 0.0, 3.5267497204632665e-22, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[-1.935276931007892e-20, -1.8267768442472625, -1.8272034984407601, -1.8269746648928684, 0.5614385156698508, 0.0]",0.002,7,1
0,-1,"[-1.4130269185841371e-05, -1.5708400211729945, -4.36484842794016e-05, -5.300462756352431e-05, 2.284050060552545e-05, -2.557436098271637e-05]","[0.0, 0.0, -0.0, 0.0, 6.409699003494826e-27, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[0.0, -1.5707963267948966, 0.0, 0.0, 0.0, 0.0]","[3.931139672006465e-20, -1.82542655144771, -1.8263659696229535, -1.8269746659633745, 0.5614385158977804, 0.0]",0.002,7,1
